conservation_unit,year,observed_escapement,reconstructed_escapement,apportioned_catch,total_stock,rs_index,exploitation,Seg_75,s_max,s_msy,seg_25,smsy_20,sgen,umsy,num_streams_surveyed
East Vancouver Island (odd),1991,7200,9217.03494535657,9758.87558391431,18975.9105292709,46.2389729136725,0.514277065591186,121629.021770584,199717.765375491,155777.03094538,13162.1174885705,38944.2577363449,16976.3367522615,0.779985849794091,5
East Vancouver Island (odd),1993,50170,224175.521555169,202010.707627546,426186.229182715,0.121486062988023,0.473996327884493,121629.021770584,199717.765375491,155777.03094538,13162.1174885705,38944.2577363449,16976.3367522615,0.779985849794091,3
East Vancouver Island (odd),1995,12750,13843.4307727494,13390.7707592747,27234.2015320241,0.383945184773117,0.491689493577727,121629.021770584,199717.765375491,155777.03094538,13162.1174885705,38944.2577363449,16976.3367522615,0.779985849794091,4
East Vancouver Island (odd),1997,2545,3243.55267504523,2071.5659108919,5315.11858593713,1.45802171826388,0.389749706878206,121629.021770584,199717.765375491,155777.03094538,13162.1174885705,38944.2577363449,16976.3367522615,0.779985849794091,6
East Vancouver Island (odd),1999,3500,4656.51882076523,72.6514237836168,4729.17024454884,17.1488082788124,0.015362403979294,121629.021770584,199717.765375491,155777.03094538,13162.1174885705,38944.2577363449,16976.3367522615,0.779985849794091,2
East Vancouver Island (odd),2001,27006,73186.6211983163,6667.12730566826,79853.7485039846,0.189913013141273,0.083491726194113,121629.021770584,199717.765375491,155777.03094538,13162.1174885705,38944.2577363449,16976.3367522615,0.779985849794091,3
East Vancouver Island (odd),2003,8420,10786.8163406794,3112.27541272178,13899.0917534012,8.21208497083763,0.22391933717253,121629.021770584,199717.765375491,155777.03094538,13162.1174885705,38944.2577363449,16976.3367522615,0.779985849794091,4
East Vancouver Island (odd),2005,63957,83223.7577533041,5358.4946011751,88582.2523544792,3.64888632355209,0.060491740261153,121629.021770584,199717.765375491,155777.03094538,13162.1174885705,38944.2577363449,16976.3367522615,0.779985849794091,3
East Vancouver Island (odd),2007,220398,292790.859481901,10883.1719787429,303674.031460644,2.34767324318514,0.035838336015746,121629.021770584,199717.765375491,155777.03094538,13162.1174885705,38944.2577363449,16976.3367522615,0.779985849794091,3
East Vancouver Island (odd),2009,476103,632485.805551373,54891.4611034658,687377.266654839,0.207374902398193,0.079856381300764,121629.021770584,199717.765375491,155777.03094538,13162.1174885705,38944.2577363449,16976.3367522615,0.779985849794091,3
East Vancouver Island (odd),2011,63034,83862.5735280329,47299.1086664259,131161.682194459,3.85486558266883,0.360616819448082,121629.021770584,199717.765375491,155777.03094538,13162.1174885705,38944.2577363449,16976.3367522615,0.779985849794091,2
East Vancouver Island (odd),2013,223243,291883.143772716,31395.804594532,323278.948367248,1.52703719187524,0.09711676171028,121629.021770584,199717.765375491,155777.03094538,13162.1174885705,38944.2577363449,16976.3367522615,0.779985849794091,4
East Vancouver Island (odd),2015,330335,431902.538033265,13813.8781891391,445716.416222404,0.177540779512003,0.030992527280499,121629.021770584,199717.765375491,155777.03094538,13162.1174885705,38944.2577363449,16976.3367522615,0.779985849794091,4
East Vancouver Island (odd),2017,56052,74463.0770500618,2217.23622557677,76680.3132756386,1.57516100449365,0.028915325601326,121629.021770584,199717.765375491,155777.03094538,13162.1174885705,38944.2577363449,16976.3367522615,0.779985849794091,3
East Vancouver Island (odd),2019,81394,108129.017580331,9162.31766353227,117291.335243864,1.94489669771622,0.078115895300217,121629.021770584,199717.765375491,155777.03094538,13162.1174885705,38944.2577363449,16976.3367522615,0.779985849794091,3
East Vancouver Island (odd),2021,137458,182608.03620116,27691.7330181254,210299.769219285,,0.131677429418624,121629.021770584,199717.765375491,155777.03094538,13162.1174885705,38944.2577363449,16976.3367522615,0.779985849794091,3
Homathko-Klinaklini (odd),1953,58025,62101.7761832576,,,0,,,,,,,,,8
Homathko-Klinaklini (odd),1955,50150,53673.4868692868,,,0,,,,,,,,,8
Homathko-Klinaklini (odd),1957,45000,48584.8623170386,,,2.85873825143698,,,,,,,,,6
Homathko-Klinaklini (odd),1959,53725,58004.9272885088,80886.4770580085,138891.404346517,2.17642993862338,0.582372087305032,60170.8906674161,30374.9965689722,16338.0818134482,3222.35050770274,4084.52045336206,5178.20833209166,0.537879297413237,6
Homathko-Klinaklini (odd),1961,42050,50793.1289797841,75450.5313585989,126243.660338383,2.23468450699623,0.597657982637398,60170.8906674161,30374.9965689722,16338.0818134482,3222.35050770274,4084.52045336206,5178.20833209166,0.537879297413237,5
Homathko-Klinaklini (odd),1963,46000,55891.5879279557,57615.030465029,113506.618392985,1.36779342139826,0.507591815179914,60170.8906674161,30374.9965689722,16338.0818134482,3222.35050770274,4084.52045336206,5178.20833209166,0.537879297413237,3
Homathko-Klinaklini (odd),1965,38900,47264.8428347278,29183.3034446324,76448.1462793602,0.888038325308057,0.38173984412898,60170.8906674161,30374.9965689722,16338.0818134482,3222.35050770274,4084.52045336206,5178.20833209166,0.537879297413237,3
Homathko-Klinaklini (odd),1967,11800,14235.2962545287,27737.6956223715,41972.9918769002,2.12371452202329,0.660846281907222,60170.8906674161,30374.9965689722,16338.0818134482,3222.35050770274,4084.52045336206,5178.20833209166,0.537879297413237,5
Homathko-Klinaklini (odd),1969,15225,20284.8845286997,9946.82085234653,30231.7053810462,21.309056245072,0.329019508723536,60170.8906674161,30374.9965689722,16338.0818134482,3222.35050770274,4084.52045336206,5178.20833209166,0.537879297413237,3
Homathko-Klinaklini (odd),1971,218475,263900.80508581,168350.940261043,432251.745346853,0.766331216831452,0.389474286855574,60170.8906674161,30374.9965689722,16338.0818134482,3222.35050770274,4084.52045336206,5178.20833209166,0.537879297413237,5
Homathko-Klinaklini (odd),1973,100425,111804.684635059,90430.7404491504,202235.425084209,0.755475991104906,0.447155785943516,60170.8906674161,30374.9965689722,16338.0818134482,3222.35050770274,4084.52045336206,5178.20833209166,0.537879297413237,6
Homathko-Klinaklini (odd),1975,49100,59444.779000809,25020.9759340333,84465.7549348423,2.69655010954578,0.296226274817939,60170.8906674161,30374.9965689722,16338.0818134482,3222.35050770274,4084.52045336206,5178.20833209166,0.537879297413237,4
Homathko-Klinaklini (odd),1977,50000,66785.3085927299,93510.5167338267,160295.825326557,1.01996794175412,0.583362146477152,60170.8906674161,30374.9965689722,16338.0818134482,3222.35050770274,4084.52045336206,5178.20833209166,0.537879297413237,2
Homathko-Klinaklini (odd),1979,22498,29461.290552086,38657.5831926544,68118.8737447404,13.1236652642119,0.56750179601493,60170.8906674161,30374.9965689722,16338.0818134482,3222.35050770274,4084.52045336206,5178.20833209166,0.537879297413237,3
Homathko-Klinaklini (odd),1981,186030,224423.06459576,162217.050861505,386640.115457265,1.24317092913959,0.419555665271973,60170.8906674161,30374.9965689722,16338.0818134482,3222.35050770274,4084.52045336206,5178.20833209166,0.537879297413237,5
Homathko-Klinaklini (odd),1983,132271,159621.555799539,119374.673934327,278996.229733866,1.69192641193808,0.427871996866044,60170.8906674161,30374.9965689722,16338.0818134482,3222.35050770274,4084.52045336206,5178.20833209166,0.537879297413237,6
Homathko-Klinaklini (odd),1985,115735,134566.583022396,135501.343149493,270067.926171889,0.793580241541143,0.501730601890324,60170.8906674161,30374.9965689722,16338.0818134482,3222.35050770274,4084.52045336206,5178.20833209166,0.537879297413237,9
Homathko-Klinaklini (odd),1987,45056,59527.2621621356,47262.1192961434,106789.381458279,3.97623689729602,0.442573209534021,60170.8906674161,30374.9965689722,16338.0818134482,3222.35050770274,4084.52045336206,5178.20833209166,0.537879297413237,4
Homathko-Klinaklini (odd),1989,72225,86938.1110122407,149756.385191856,236694.496204097,0.133473446064674,0.63269905973109,60170.8906674161,30374.9965689722,16338.0818134482,3222.35050770274,4084.52045336206,5178.20833209166,0.537879297413237,5
Homathko-Klinaklini (odd),1991,4850,6411.82337104498,5192.10590011193,11603.9292711569,3.18628917506799,0.447443773465389,60170.8906674161,30374.9965689722,16338.0818134482,3222.35050770274,4084.52045336206,5178.20833209166,0.537879297413237,4
Homathko-Klinaklini (odd),1993,9576,11566.7511706074,8863.17222900125,20429.9233996086,0.648737698804815,0.433832866410603,60170.8906674161,30374.9965689722,16338.0818134482,3222.35050770274,4084.52045336206,5178.20833209166,0.537879297413237,5
Homathko-Klinaklini (odd),1995,3273,4554.37989001145,2949.40764705627,7503.78753706772,0.944602464596568,0.393055857790028,60170.8906674161,30374.9965689722,16338.0818134482,3222.35050770274,4084.52045336206,5178.20833209166,0.537879297413237,4
Homathko-Klinaklini (odd),1997,2730,3059.45919231133,1242.61927650253,4302.07846881386,0.733683574029408,0.288841611214297,60170.8906674161,30374.9965689722,16338.0818134482,3222.35050770274,4084.52045336206,5178.20833209166,0.537879297413237,4
Homathko-Klinaklini (odd),1999,424,2220.29195166178,24.3830031503218,2244.6749548121,10.9240315069529,0.010862598657347,60170.8906674161,30374.9965689722,16338.0818134482,3222.35050770274,4084.52045336206,5178.20833209166,0.537879297413237,3
Homathko-Klinaklini (odd),2001,18972,22836.6638815063,1417.87535308092,24254.5392345872,0.551986344775658,0.058458144241265,60170.8906674161,30374.9965689722,16338.0818134482,3222.35050770274,4084.52045336206,5178.20833209166,0.537879297413237,5
Homathko-Klinaklini (odd),2003,7128,9985.12112998599,2620.40549283696,12605.526622823,0.047990821176099,0.207877510495482,60170.8906674161,30374.9965689722,16338.0818134482,3222.35050770274,4084.52045336206,5178.20833209166,0.537879297413237,3
Homathko-Klinaklini (odd),2005,345,455.047483976936,24.1466785939073,479.194162570843,2.84904137994835,0.050390176842644,60170.8906674161,30374.9965689722,16338.0818134482,3222.35050770274,4084.52045336206,5178.20833209166,0.537879297413237,4
Homathko-Klinaklini (odd),2007,974,1284.68478085083,11.7643308408452,1296.44911169167,2.64648280128124,0.00907427120336,60170.8906674161,30374.9965689722,16338.0818134482,3222.35050770274,4084.52045336206,5178.20833209166,0.537879297413237,4
Homathko-Klinaklini (odd),2009,2498,3276.64761283321,123.248564756264,3399.89617758948,0.406837417206764,0.036250684820513,60170.8906674161,30374.9965689722,16338.0818134482,3222.35050770274,4084.52045336206,5178.20833209166,0.537879297413237,4
Homathko-Klinaklini (odd),2011,707,944.3442635012,388.718588400574,1333.06285190177,14.2570849699156,0.291598095203103,60170.8906674161,30374.9965689722,16338.0818134482,3222.35050770274,4084.52045336206,5178.20833209166,0.537879297413237,2
Homathko-Klinaklini (odd),2013,9716,12926.7031892632,536.893216325797,13463.596405589,0.07931310767609,0.039877399778779,60170.8906674161,30374.9965689722,16338.0818134482,3222.35050770274,4084.52045336206,5178.20833209166,0.537879297413237,3
Homathko-Klinaklini (odd),2015,3,1015.30549176469,9.95151018219398,1025.25700194689,1.33333333333333,0.009706356711826,60170.8906674161,30374.9965689722,16338.0818134482,3222.35050770274,4084.52045336206,5178.20833209166,0.537879297413237,1
Homathko-Klinaklini (odd),2017,,1353.74065568626,0,1353.74065568626,0.389737824350932,0,60170.8906674161,30374.9965689722,16338.0818134482,3222.35050770274,4084.52045336206,5178.20833209166,0.537879297413237,1
Homathko-Klinaklini (odd),2019,,527.603937882566,0,527.603937882566,1.31128044972567,0,60170.8906674161,30374.9965689722,16338.0818134482,3222.35050770274,4084.52045336206,5178.20833209166,0.537879297413237,2
Homathko-Klinaklini (odd),2021,,691.836728943686,0,691.836728943686,,0,60170.8906674161,30374.9965689722,16338.0818134482,3222.35050770274,4084.52045336206,5178.20833209166,0.537879297413237,3
Nahwitti,1953,21150,23127.4506968916,,,0,,,,,,,,,6
Nahwitti,1955,15925,16691.5183304039,,,0,,,,,,,,,7
Nahwitti,1957,82150,82150,,,1.53868436576288,,,,,,,,,8
Nahwitti,1959,50700,52789.3879085298,73613.5327388906,126402.92064742,1.12762190078506,0.582372087305032,25156.0690528837,54168.8429360382,27806.269646047,3678.64472211919,6951.56741151174,9574.20386908894,0.513325892503929,7
Nahwitti,1961,23950,23950,35576.4699346964,59526.4699346964,0.83428966346886,0.597657982637398,25156.0690528837,54168.8429360382,27806.269646047,3678.64472211919,6951.56741151174,9574.20386908894,0.513325892503929,8
Nahwitti,1963,9125,9838.92485832853,10142.3125817507,19981.2374400792,5.14356509607873,0.507591815179915,25156.0690528837,54168.8429360382,27806.269646047,3678.64472211919,6951.56741151174,9574.20386908894,0.513325892503929,6
Nahwitti,1965,30050,31288.3847465744,19318.7657376656,50607.15048424,0.765703068219251,0.38173984412898,25156.0690528837,54168.8429360382,27806.269646047,3678.64472211919,6951.56741151174,9574.20386908894,0.513325892503929,7
Nahwitti,1967,7100,8125.31325428081,15832.2989457956,23957.6122000764,0.587999473087239,0.660846281907222,25156.0690528837,54168.8429360382,27806.269646047,3678.64472211919,6951.56741151174,9574.20386908894,0.513325892503929,4
Nahwitti,1969,3100,3205.73001464017,1571.9498975457,4777.67991218587,3.22085134354472,0.329019508723536,25156.0690528837,54168.8429360382,27806.269646047,3678.64472211919,6951.56741151174,9574.20386908894,0.513325892503929,7
Nahwitti,1971,6225,6303.78777581661,4021.3920488788,10325.1798246954,5.37066551474785,0.389474286855574,25156.0690528837,54168.8429360382,27806.269646047,3678.64472211919,6951.56741151174,9574.20386908894,0.513325892503929,7
Nahwitti,1973,17240,18716.8369812268,15138.6986386404,33855.5356198673,0.610816422758075,0.447155785943516,25156.0690528837,54168.8429360382,27806.269646047,3678.64472211919,6951.56741151174,9574.20386908894,0.513325892503929,6
Nahwitti,1975,7680,8045.92929430526,3386.62211591376,11432.551410219,0.911212116972054,0.296226274817939,25156.0690528837,54168.8429360382,27806.269646047,3678.64472211919,6951.56741151174,9574.20386908894,0.513325892503929,6
Nahwitti,1977,2175,3054.60053224182,4276.94773302954,7331.54826527136,0.335925918265442,0.583362146477152,25156.0690528837,54168.8429360382,27806.269646047,3678.64472211919,6951.56741151174,9574.20386908894,0.513325892503929,3
Nahwitti,1979,316,443.794835948696,582.324652778744,1026.11948872744,7.31773727825638,0.56750179601493,25156.0690528837,54168.8429360382,27806.269646047,3678.64472211919,6951.56741151174,9574.20386908894,0.513325892503929,3
Nahwitti,1981,420,1885.03593856995,1362.5380763495,3247.57401491945,15.4642311707231,0.419555665271973,25156.0690528837,54168.8429360382,27806.269646047,3678.64472211919,6951.56741151174,9574.20386908894,0.513325892503929,2
Nahwitti,1983,15912,16677.8926011546,12472.7389180121,29150.6315191667,4.7274631961049,0.427871996866044,25156.0690528837,54168.8429360382,27806.269646047,3678.64472211919,6951.56741151174,9574.20386908894,0.513325892503929,7
Nahwitti,1985,36435,39285.6139411726,39558.5095193761,78844.1234605487,0.192884550028308,0.501730601890324,25156.0690528837,54168.8429360382,27806.269646047,3678.64472211919,6951.56741151174,9574.20386908894,0.513325892503929,6
Nahwitti,1987,3810,4223.95054026899,3353.6374273599,7577.58796762889,1.54789654235392,0.442573209534021,25156.0690528837,54168.8429360382,27806.269646047,3678.64472211919,6951.56741151174,9574.20386908894,0.513325892503929,5
Nahwitti,1989,2305,2431.63512524361,4106.60331111275,6538.23843635636,8.65766635537486,0.628090173077458,25156.0690528837,54168.8429360382,27806.269646047,3678.64472211919,6951.56741151174,9574.20386908894,0.513325892503929,6
Nahwitti,1991,4505,11714.1034227531,9338.18218961617,21052.2856123693,0.576203986870968,0.443570943391035,25156.0690528837,54168.8429360382,27806.269646047,3678.64472211919,6951.56741151174,9574.20386908894,0.513325892503929,3
Nahwitti,1993,1525,3836.28295794553,2913.43013686367,6749.7130948092,1.08312720410449,0.431637626065057,25156.0690528837,54168.8429360382,27806.269646047,3678.64472211919,6951.56741151174,9574.20386908894,0.513325892503929,3
Nahwitti,1995,2430,2546.96323660167,1608.21919779159,4155.18243439326,1.6013600383148,0.387039371479828,25156.0690528837,54168.8429360382,27806.269646047,3678.64472211919,6951.56741151174,9574.20386908894,0.513325892503929,7
Nahwitti,1997,2925,2925,1153.60514615083,4078.60514615083,0.99461781008481,0.282843056587506,25156.0690528837,54168.8429360382,27806.269646047,3678.64472211919,6951.56741151174,9574.20386908894,0.513325892503929,8
Nahwitti,1999,1860,2878.32038397245,30.9367105256147,2909.25709449807,3.90824495316815,0.010633886769279,25156.0690528837,54168.8429360382,27806.269646047,3678.64472211919,6951.56741151174,9574.20386908894,0.513325892503929,2
Nahwitti,2001,9217,10606.2290583865,642.952055874849,11249.1811142614,2.47017001904017,0.057155454192104,25156.0690528837,54168.8429360382,27806.269646047,3678.64472211919,6951.56741151174,9574.20386908894,0.513325892503929,4
Nahwitti,2003,17468,20774.6886448455,5424.50039025348,26199.189035099,1.99297322241137,0.207048408368148,25156.0690528837,54168.8429360382,27806.269646047,3678.64472211919,6951.56741151174,9574.20386908894,0.513325892503929,3
Nahwitti,2005,33077,39338.4689893264,2064.92918378412,41403.3981731106,0.676142986653443,0.049873422832361,25156.0690528837,54168.8429360382,27806.269646047,3678.64472211919,6951.56741151174,9574.20386908894,0.513325892503929,3
Nahwitti,2007,22193,26394.1301290964,204.29978372063,26598.429912817,5.63720401414128,0.00768089636833,25156.0690528837,54168.8429360382,27806.269646047,3678.64472211919,6951.56741151174,9574.20386908894,0.513325892503929,3
Nahwitti,2009,120861,143739.961318106,5049.13499540388,148789.09631351,0.241670655868142,0.033934845499465,25156.0690528837,54168.8429360382,27806.269646047,3678.64472211919,6951.56741151174,9574.20386908894,0.513325892503929,3
Nahwitti,2011,20805,24743.3820274794,9994.34869872855,34737.730726208,6.35281679175159,0.287708738878222,25156.0690528837,54168.8429360382,27806.269646047,3678.64472211919,6951.56741151174,9574.20386908894,0.513325892503929,3
Nahwitti,2013,127308,151407.377032172,5782.79579672322,157190.172828896,0.080450841908193,0.03678853259496,25156.0690528837,54168.8429360382,27806.269646047,3678.64472211919,6951.56741151174,9574.20386908894,0.513325892503929,3
Nahwitti,2015,5908,12076.0379329079,104.813020441557,12180.8509533494,0.56337293173204,0.008604737127396,25156.0690528837,54168.8429360382,27806.269646047,3678.64472211919,6951.56741151174,9574.20386908894,0.513325892503929,1
Nahwitti,2017,3257,6657.35537364268,145.957520326956,6803.31289396964,1.2734650339659,0.021453889098109,25156.0690528837,54168.8429360382,27806.269646047,3678.64472211919,6951.56741151174,9574.20386908894,0.513325892503929,1
Nahwitti,2019,4047,8272.1268643328,205.782422686132,8477.90928701893,2.04163271395461,0.024272779493079,25156.0690528837,54168.8429360382,27806.269646047,3678.64472211919,6951.56741151174,9574.20386908894,0.513325892503929,1
Nahwitti,2021,7696,15730.735939685,1157.90888051963,16888.6448202046,,0.068561385051711,25156.0690528837,54168.8429360382,27806.269646047,3678.64472211919,6951.56741151174,9574.20386908894,0.513325892503929,1
Aggregate (odd),1953,801050,1301011.62877745,0,0,0,,,,,,,,,
Aggregate (odd),1955,834275,1013110.01029565,0,0,0,,,,,,,,,
Aggregate (odd),1957,1158600,1265074.10760992,0,0,2.04782978884203,,,,,,,,,
Aggregate (odd),1959,999726,1081930.44265634,1508726,2590656.44265634,2.81220921515659,0.582372087305032,1578567.06792952,1932158.78954137,1078090.95068774,633467.624753693,269522.737671935,318495.932428003,0.557972231124775,93
Aggregate (odd),1961,1115625,1224171.7609966,1818443,3042614.7609966,3.20595028897112,0.597657982637398,1578567.06792952,1932158.78954137,1078090.95068774,633467.624753693,269522.737671935,318495.932428003,0.557972231124775,95
Aggregate (odd),1963,1740402,1932521.81091734,1992112,3924633.81091734,0.577439500141264,0.507591815179914,1578567.06792952,1932158.78954137,1078090.95068774,633467.624753693,269522.737671935,318495.932428003,0.557972231124775,95
Aggregate (odd),1965,621100,689925.428508201,425989,1115914.4285082,1.63791454122485,0.38173984412898,1578567.06792952,1932158.78954137,1078090.95068774,633467.624753693,269522.737671935,318495.932428003,0.557972231124775,84
Aggregate (odd),1967,354126,383256.891714371,746782,1130038.89171437,0.93658954795157,0.660846281907222,1578567.06792952,1932158.78954137,1078090.95068774,633467.624753693,269522.737671935,318495.932428003,0.557972231124775,76
Aggregate (odd),1969,217925,240851.398960087,118103,358954.398960087,7.07710654176415,0.329019508723536,1578567.06792952,1932158.78954137,1078090.95068774,633467.624753693,269522.737671935,318495.932428003,0.557972231124775,67
Aggregate (odd),1971,1430000,1040660.01117348,663871,1704531.01117348,2.19194192969444,0.389474286855574,1578567.06792952,1932158.78954137,1078090.95068774,633467.624753693,269522.737671935,318495.932428003,0.557972231124775,61
Aggregate (odd),1973,1174238,1261074.31304743,1019992,2281066.31304743,1.84651681527184,0.447155785943515,1578567.06792952,1932158.78954137,1078090.95068774,633467.624753693,269522.737671935,318495.932428003,0.557972231124775,62
Aggregate (odd),1975,1566100,1638803.92434946,689791,2328594.92434945,0.510322955590721,0.296226274817939,1578567.06792952,1932158.78954137,1078090.95068774,633467.624753693,269522.737671935,318495.932428003,0.557972231124775,56
Aggregate (odd),1977,278054,348442.262307686,487877,836319.262307686,2.14572947349967,0.583362146477152,1578567.06792952,1932158.78954137,1078090.95068774,633467.624753693,269522.737671935,318495.932428003,0.557972231124775,65
Aggregate (odd),1979,290277,323362.832046504,424300,747662.832046504,6.52619172281064,0.56750179601493,1578567.06792952,1932158.78954137,1078090.95068774,633467.624753693,269522.737671935,318495.932428003,0.557972231124775,68
Aggregate (odd),1981,1112561,1224927.8379665,885400,2110327.8379665,2.35827312719515,0.419555665271973,1578567.06792952,1932158.78954137,1078090.95068774,633467.624753693,269522.737671935,318495.932428003,0.557972231124775,70
Aggregate (odd),1983,1611888,1652714.40302965,1236000,2888714.40302965,1.23743183593432,0.427871996866044,1578567.06792952,1932158.78954137,1078090.95068774,633467.624753693,269522.737671935,318495.932428003,0.557972231124775,58
Aggregate (odd),1985,944634,1019021.41801608,1026100,2045121.41801608,1.05766941473799,0.501730601890324,1578567.06792952,1932158.78954137,1078090.95068774,633467.624753693,269522.737671935,318495.932428003,0.557972231124775,59
Aggregate (odd),1987,483557,600787.786798542,477000,1077787.78679854,3.50604389573666,0.442573209534021,1578567.06792952,1932158.78954137,1078090.95068774,633467.624753693,269522.737671935,318495.932428003,0.557972231124775,66
Aggregate (odd),1989,503576,556028.212538168,1550360.14,2106388.35253817,2.78079443723045,0.736027683656643,1578567.06792952,1932158.78954137,1078090.95068774,633467.624753693,269522.737671935,318495.932428003,0.557972231124775,76
Aggregate (odd),1991,448044,606854.050369329,939346.11,1546200.16036933,3.21315766436887,0.607519087163738,1578567.06792952,1932158.78954137,1078090.95068774,633467.624753693,269522.737671935,318495.932428003,0.557972231124775,66
Aggregate (odd),1993,686310,967964.523097501,981953.22,1949917.7430975,0.898509754304378,0.503586996669992,1578567.06792952,1932158.78954137,1078090.95068774,633467.624753693,269522.737671935,318495.932428003,0.557972231124775,56
Aggregate (odd),1995,314533,401197.73123897,468527.83458472,869725.56582369,2.37228188959391,0.538707671702155,1578567.06792952,1932158.78954137,1078090.95068774,633467.624753693,269522.737671935,318495.932428003,0.557972231124775,61
Aggregate (odd),1997,443457,543594.844420102,408159.267544271,951754.111964373,2.62053734219579,0.428849492125493,1578567.06792952,1932158.78954137,1078090.95068774,633467.624753693,269522.737671935,318495.932428003,0.557972231124775,62
Aggregate (odd),1999,857671,1394711.95882799,29798.63,1424510.58882799,2.1072970542936,0.020918503683793,1578567.06792952,1932158.78954137,1078090.95068774,633467.624753693,269522.737671935,318495.932428003,0.557972231124775,63
Aggregate (odd),2001,2061096,2637430.65242628,301641.75,2939072.40242628,0.443355673005551,0.102631615931267,1578567.06792952,1932158.78954137,1078090.95068774,633467.624753693,269522.737671935,318495.932428003,0.557972231124775,51
Aggregate (odd),2003,410543,874644.081911922,294675.76,1169319.84191192,1.39161717506838,0.252006123079365,1578567.06792952,1932158.78954137,1078090.95068774,633467.624753693,269522.737671935,318495.932428003,0.557972231124775,61
Aggregate (odd),2005,587777,1124407.32646055,92762.4,1217169.72646055,1.07665975698666,0.076211557010826,1578567.06792952,1932158.78954137,1078090.95068774,633467.624753693,269522.737671935,318495.932428003,0.557972231124775,42
Aggregate (odd),2007,716530,1135770.73886103,74833.38,1210604.11886103,3.79622635597829,0.061814906156445,1578567.06792952,1932158.78954137,1078090.95068774,633467.624753693,269522.737671935,318495.932428003,0.557972231124775,53
Aggregate (odd),2009,2596576,3745551.81321319,566091,4311642.81321319,0.524880401155298,0.131293575215738,1578567.06792952,1932158.78954137,1078090.95068774,633467.624753693,269522.737671935,318495.932428003,0.557972231124775,33
Aggregate (odd),2011,576554,1072578.73826729,893388,1965966.73826729,5.09391726743166,0.454426813338353,1578567.06792952,1932158.78954137,1078090.95068774,633467.624753693,269522.737671935,318495.932428003,0.557972231124775,33
Aggregate (odd),2013,2649859,4415293.65016565,1048333.70537416,5463627.35553981,1.02657401143069,0.191875037800886,1578567.06792952,1932158.78954137,1078090.95068774,633467.624753693,269522.737671935,318495.932428003,0.557972231124775,33
Aggregate (odd),2015,2231191,4202067.24310555,330558.47098947,4532625.71409502,0.228689798841993,0.072928693397635,1578567.06792952,1932158.78954137,1078090.95068774,633467.624753693,269522.737671935,318495.932428003,0.557972231124775,46
Aggregate (odd),2017,546084,917750.912546337,43189.3202520851,960969.912546337,1.95767211865128,0.04497435292795,1578567.06792952,1932158.78954137,1078090.95068774,633467.624753693,269522.737671935,318495.932428003,0.557972231124775,39
Aggregate (odd),2019,844389,1466096.90236926,330545.345995337,1796655.37335873,2.08508291497417,0.183985463150628,1578567.06792952,1932158.78954137,1078090.95068774,633467.624753693,269522.737671935,318495.932428003,0.557972231124775,46
Aggregate (odd),2021,1314020,2290999.89745254,765882.780617972,3056933.60282669,0.744011823426453,0.250556212495394,1578567.06792952,1932158.78954137,1078090.95068774,633467.624753693,269522.737671935,318495.932428003,0.557972231124775,42
