MLE,lower,upper,year,predict,scenario,min_pop,MLEround,lowerround,upperround
92.4088605251402,73.6881754824332,97.9106952147165,2002,estimated,scenario-1-in,20,92.409,73.688,97.911
66.9164409840703,43.6071134811897,80.9795164016528,2003,estimated,scenario-1-in,20,66.916,43.607,80.98
12.9534895196584,6.93221373199391,18.7913353608885,2004,estimated,scenario-1-in,20,12.953,6.932,18.791
74.6838121191252,50.9045450102497,87.2692766559259,2005,estimated,scenario-1-in,20,74.684,50.905,87.269
46.1934431899398,27.4547197700286,60.5413207174894,2006,estimated,scenario-1-in,20,46.193,27.455,60.541
14.1033356572428,7.57090878904915,20.3955394924417,2007,estimated,scenario-1-in,20,14.103,7.571,20.396
12.019084395634,6.41617793880627,17.4798638347599,2008,estimated,scenario-1-in,20,12.019,6.416,17.48
9.07870074956202,4.8093247839027,13.3075018348535,2009,estimated,scenario-1-in,20,9.079,4.809,13.308
1.81771606185526,0.945492546604087,2.71487699356259,2010,estimated,scenario-1-in,20,1.818,0.945,2.715
10.5013768163769,5.58360580143893,15.3348281690689,2011,estimated,scenario-1-in,20,10.501,5.584,15.335
3.19652454334901,1.66832735347717,4.75753102699509,2012,estimated,scenario-1-in,20,3.197,1.668,4.758
7.21736115262673,3.80507150575289,10.6310297615971,2013,estimated,scenario-1-in,20,7.217,3.805,10.631
5.25083639059711,2.75456388130838,7.77397682908696,2014,estimated,scenario-1-in,20,5.251,2.755,7.774
3.97024564792819,2.0761226249127,5.8974223352518,2015,estimated,scenario-1-in,20,3.97,2.076,5.897
25.6163234363455,14.2087769031682,35.8548515851411,2016,estimated,scenario-1-in,20,25.616,14.209,35.855
9.41232291678876,6.60236609571485,12.1377395090985,2017,predicted,scenario-1-in,20,9.412,6.602,12.138
10.4432762551877,7.33278721838595,13.4493578995834,2018,predicted,scenario-1-in,20,10.443,7.333,13.449
3.38442553407539,2.28882928576509,4.46773730016591,2019,predicted,scenario-1-in,20,3.384,2.289,4.468
16.4237694921504,11.6802891219394,20.9124867319246,2020,predicted,scenario-1-in,20,16.424,11.68,20.912
6.60573348912489,4.5757347457393,8.59254725343659,2021,predicted,scenario-1-in,20,6.606,4.576,8.593
93.9125814760568,78.0989932478673,98.2623882315004,2002,estimated,scenario-1-in,3,93.913,78.099,98.262
69.9060649258571,47.87622727926,82.4257139549841,2003,estimated,scenario-1-in,3,69.906,47.876,82.426
13.9813600771673,7.84655435513826,19.5927746025268,2004,estimated,scenario-1-in,3,13.981,7.847,19.593
77.4931746758131,55.4772444200587,88.460131603018,2005,estimated,scenario-1-in,3,77.493,55.477,88.46
48.9744208036004,30.5850356582517,62.2515237338859,2006,estimated,scenario-1-in,3,48.974,30.585,62.252
15.2142211265023,8.5655462830839,21.2560421555817,2007,estimated,scenario-1-in,3,15.214,8.566,21.256
12.9784657350267,7.26514675345187,18.2318524148322,2008,estimated,scenario-1-in,3,12.978,7.265,18.232
9.81664778767745,5.45192259159015,13.8953822647263,2009,estimated,scenario-1-in,3,9.817,5.452,13.895
1.97181388113123,1.07472811113717,2.84238054331826,2010,estimated,scenario-1-in,3,1.972,1.075,2.842
11.3475738094727,6.32617542664862,16.0037203389043,2011,estimated,scenario-1-in,3,11.348,6.326,16.004
3.46543118264694,1.89541463386218,4.97848258941093,2012,estimated,scenario-1-in,3,3.465,1.895,4.978
7.81058578895737,4.31654888423733,11.1083667422286,2013,estimated,scenario-1-in,3,7.811,4.317,11.108
5.68741460904041,3.12713739223488,8.12892240904453,2014,estimated,scenario-1-in,3,5.687,3.127,8.129
4.3027815681594,2.35804875008287,6.16957633852566,2015,estimated,scenario-1-in,3,4.303,2.358,6.17
27.4774773024338,15.9967450124589,37.1977072675321,2016,estimated,scenario-1-in,3,27.477,15.997,37.198
9.41232291678876,6.60236609571485,12.1377395090985,2017,predicted,scenario-1-in,3,9.412,6.602,12.138
10.4432762551877,7.33278721838595,13.4493578995834,2018,predicted,scenario-1-in,3,10.443,7.333,13.449
3.38442553407539,2.28882928576509,4.46773730016591,2019,predicted,scenario-1-in,3,3.384,2.289,4.468
16.4237694921504,11.6802891219394,20.9124867319246,2020,predicted,scenario-1-in,3,16.424,11.68,20.912
6.60573348912489,4.5757347457393,8.59254725343659,2021,predicted,scenario-1-in,3,6.606,4.576,8.593
94.0786414869852,77.8828823447739,98.4680111707887,2002,estimated,scenario-1-yr,20,94.079,77.883,98.468
61.2543744439688,39.7167549839504,75.3813299445852,2003,estimated,scenario-1-yr,20,61.254,39.717,75.381
11.5717063195302,6.35365276704371,16.6232064290169,2004,estimated,scenario-1-yr,20,11.572,6.354,16.623
70.015871364973,47.4262553600998,83.1468045196378,2005,estimated,scenario-1-yr,20,70.016,47.426,83.147
42.2802912874324,25.42439816917,55.6225271609581,2006,estimated,scenario-1-yr,20,42.28,25.424,55.623
12.6301564123481,6.95366361703512,18.0943087137,2007,estimated,scenario-1-yr,20,12.63,6.954,18.094
10.8107087538426,5.92432758617203,15.5603002305716,2008,estimated,scenario-1-yr,20,10.811,5.924,15.56
7.97474276236728,4.33923000982051,11.5610985122826,2009,estimated,scenario-1-yr,20,7.975,4.339,11.561
1.4958008170869,0.801250824144384,2.20332946231467,2010,estimated,scenario-1-yr,20,1.496,0.801,2.203
9.28407026866936,5.06817561606922,13.4149150533501,2011,estimated,scenario-1-yr,20,9.284,5.068,13.415
2.68739320370375,1.44361497340002,3.94715193693957,2012,estimated,scenario-1-yr,20,2.687,1.444,3.947
6.32607370456798,3.42820447262161,9.20882950256159,2013,estimated,scenario-1-yr,20,6.326,3.428,9.209
4.80711705369251,2.59544967681073,7.02402466852927,2014,estimated,scenario-1-yr,20,4.807,2.595,7.024
3.38632501681505,1.82210240721631,4.9652615195947,2015,estimated,scenario-1-yr,20,3.386,1.822,4.965
23.0855436207652,13.0735414850079,32.1602550793743,2016,estimated,scenario-1-yr,20,23.086,13.074,32.16
9.6424178199365,6.71665863878567,12.4764128483332,2017,predicted,scenario-1-yr,20,9.642,6.717,12.476
10.6034616340561,7.39207959139559,13.7034819856387,2018,predicted,scenario-1-yr,20,10.603,7.392,13.703
3.32532027404169,2.23061464749226,4.40776868526264,2019,predicted,scenario-1-yr,20,3.325,2.231,4.408
16.5244765693936,11.6680270451995,21.1139208270675,2020,predicted,scenario-1-yr,20,16.524,11.668,21.114
6.60925508426181,4.5437823694208,8.63003529355789,2021,predicted,scenario-1-yr,20,6.609,4.544,8.63
95.2572468822234,81.1976701499114,98.7393716855936,2002,estimated,scenario-1-yr,3,95.257,81.198,98.739
64.0342215765907,42.9123006107678,76.9397778515038,2003,estimated,scenario-1-yr,3,64.034,42.912,76.94
12.4214944326626,7.01287148988805,17.3274218543244,2004,estimated,scenario-1-yr,3,12.421,7.013,17.327
72.7217587036967,50.9409048472422,84.4903349206301,2005,estimated,scenario-1-yr,3,72.722,50.941,84.49
44.7180904034024,27.7419391278956,57.2731754490671,2006,estimated,scenario-1-yr,3,44.718,27.742,57.273
13.5515516377689,7.67254612148225,18.8535228868776,2007,estimated,scenario-1-yr,3,13.552,7.673,18.854
11.6083559280214,6.54057572449328,16.2239944261985,2008,estimated,scenario-1-yr,3,11.608,6.541,16.224
8.57331339022585,4.79482554589734,12.0665857239861,2009,estimated,scenario-1-yr,3,8.573,4.795,12.067
1.61230097567204,0.887093678180484,2.30493407061172,2010,estimated,scenario-1-yr,3,1.612,0.887,2.305
9.97547848470259,5.5980409243895,13.9948538823934,2011,estimated,scenario-1-yr,3,9.975,5.598,13.995
2.89532665764487,1.59772180216887,4.12745715506581,2012,estimated,scenario-1-yr,3,2.895,1.598,4.127
6.8055189068462,3.79005286846531,9.61713533828398,2013,estimated,scenario-1-yr,3,6.806,3.79,9.617
5.17464445465824,2.87071218127127,7.33941211169472,2014,estimated,scenario-1-yr,3,5.175,2.871,7.339
3.64731608049841,2.01619796154421,5.19080337176435,2015,estimated,scenario-1-yr,3,3.647,2.016,5.191
24.6545216507165,14.3743573775805,33.377342907656,2016,estimated,scenario-1-yr,3,24.655,14.374,33.377
9.6424178199365,6.71665863878567,12.4764128483332,2017,predicted,scenario-1-yr,3,9.642,6.717,12.476
10.6034616340561,7.39207959139559,13.7034819856387,2018,predicted,scenario-1-yr,3,10.603,7.392,13.703
3.32532027404169,2.23061464749226,4.40776868526264,2019,predicted,scenario-1-yr,3,3.325,2.231,4.408
16.5244765693936,11.6680270451995,21.1139208270675,2020,predicted,scenario-1-yr,3,16.524,11.668,21.114
6.60925508426181,4.5437823694208,8.63003529355789,2021,predicted,scenario-1-yr,3,6.609,4.544,8.63
93.4526833173859,76.1316919150053,98.2793188795977,2002,estimated,scenario-2,20,93.453,76.132,98.279
64.3526885640164,41.8455923511188,78.5003512351818,2003,estimated,scenario-2,20,64.353,41.846,78.5
12.4671406959801,6.75834767355886,17.9981723117716,2004,estimated,scenario-2,20,12.467,6.758,17.998
72.2866803553922,49.0524174391144,85.2260782859291,2005,estimated,scenario-2,20,72.287,49.052,85.226
42.7232121165414,25.3871266205629,56.4146676559778,2006,estimated,scenario-2,20,42.723,25.387,56.415
12.6630959180904,6.8680998077297,18.2715824919745,2007,estimated,scenario-2,20,12.663,6.868,18.272
11.0234367146192,5.95331325626885,15.9745863335913,2008,estimated,scenario-2,20,11.023,5.953,15.975
7.8316005079636,4.19519809691208,11.4435397933352,2009,estimated,scenario-2,20,7.832,4.195,11.444
1.61527458123092,0.85213258883341,2.3975223825708,2010,estimated,scenario-2,20,1.615,0.852,2.398
9.60863544701821,5.17038660807446,13.9758335086874,2011,estimated,scenario-2,20,9.609,5.17,13.976
2.81981065550551,1.49191042486353,4.17289262294011,2012,estimated,scenario-2,20,2.82,1.492,4.173
6.26545816645694,3.34311266560628,9.19182637922303,2013,estimated,scenario-2,20,6.265,3.343,9.192
4.48171801772394,2.38082646731116,6.60471471604326,2014,estimated,scenario-2,20,4.482,2.381,6.605
3.33024842809416,1.76415901634414,4.9219884054921,2015,estimated,scenario-2,20,3.33,1.764,4.922
23.1462508358101,12.9206677173252,32.4510908404131,2016,estimated,scenario-2,20,23.146,12.921,32.451
8.87152273481503,6.19692009879752,11.4698645564955,2017,predicted,scenario-2,20,8.872,6.197,11.47
10.4098118982862,7.28857817889675,13.4259657932085,2018,predicted,scenario-2,20,10.41,7.289,13.426
3.27101175482077,2.20308808633498,4.32727390006011,2019,predicted,scenario-2,20,3.271,2.203,4.327
15.3864651119119,10.8899096918612,19.6561213045498,2020,predicted,scenario-2,20,15.386,10.89,19.656
6.845779512001,4.73357196905966,8.91115606949794,2021,predicted,scenario-2,20,6.846,4.734,8.911
94.7675261953407,80.2167985668677,98.5705507051782,2002,estimated,scenario-2,3,94.768,80.217,98.571
67.2516443346441,45.8329094375341,79.9571200457779,2003,estimated,scenario-2,3,67.252,45.833,79.957
13.4203574217097,7.60937524755292,18.7375338037738,2004,estimated,scenario-2,3,13.42,7.609,18.738
75.0620770975328,53.3611858438866,86.4609764829352,2005,estimated,scenario-2,3,75.062,53.361,86.461
45.2887043975118,28.1960489538637,58.0358901480629,2006,estimated,scenario-2,3,45.289,28.196,58.036
13.6300975255104,7.73236591925682,19.0208245390559,2007,estimated,scenario-2,3,13.63,7.732,19.021
11.8739079704842,6.706657188264,16.6394875172903,2008,estimated,scenario-2,3,11.874,6.707,16.639
8.44762973515868,4.73169874348557,11.9334240313028,2009,estimated,scenario-2,3,8.448,4.732,11.933
1.7469334671544,0.963249534532062,2.50557520776057,2010,estimated,scenario-2,3,1.747,0.963,2.506
10.3564147566201,5.82775767033215,14.5649224375138,2011,estimated,scenario-2,3,10.356,5.828,14.565
3.04811747925706,1.68574141599649,4.35915292732861,2012,estimated,scenario-2,3,3.048,1.686,4.359
6.76286023742251,3.77280301541747,9.59060779987357,2013,estimated,scenario-2,3,6.763,3.773,9.591
4.84119142241607,2.68856054808901,6.89555139203095,2014,estimated,scenario-2,3,4.841,2.689,6.896
3.59911205792546,1.99300161487536,5.14077895662896,2015,estimated,scenario-2,3,3.599,1.993,5.141
24.792148353093,14.4850462887171,33.6499504596287,2016,estimated,scenario-2,3,24.792,14.485,33.65
8.87152273481503,6.19692009879752,11.4698645564955,2017,predicted,scenario-2,3,8.872,6.197,11.47
10.4098118982862,7.28857817889675,13.4259657932085,2018,predicted,scenario-2,3,10.41,7.289,13.426
3.27101175482077,2.20308808633498,4.32727390006011,2019,predicted,scenario-2,3,3.271,2.203,4.327
15.3864651119119,10.8899096918612,19.6561213045498,2020,predicted,scenario-2,3,15.386,10.89,19.656
6.845779512001,4.73357196905966,8.91115606949794,2021,predicted,scenario-2,3,6.846,4.734,8.911
93.4444991385375,76.0151134026303,98.2815552112095,2002,estimated,scenario-3,20,93.444,76.015,98.282
63.4571839908889,40.9905422690501,77.7166113440056,2003,estimated,scenario-3,20,63.457,40.991,77.717
12.4808725920503,6.74680260323096,18.0300239300145,2004,estimated,scenario-3,20,12.481,6.747,18.03
72.2827970853987,48.947416145029,85.2449800214994,2005,estimated,scenario-3,20,72.283,48.947,85.245
42.8013733878095,25.376180438245,56.5314604216933,2006,estimated,scenario-3,20,42.801,25.376,56.531
12.7172444742497,6.87885368611965,18.3599686529044,2007,estimated,scenario-3,20,12.717,6.879,18.36
10.7058393173141,5.76054040608622,15.538348101898,2008,estimated,scenario-3,20,10.706,5.761,15.538
7.91913839626476,4.23080258240019,11.5773134509546,2009,estimated,scenario-3,20,7.919,4.231,11.577
1.49103451255186,0.784049610797444,2.21550005466828,2010,estimated,scenario-3,20,1.491,0.784,2.216
9.2817834949666,4.97602064557693,13.5216579382354,2011,estimated,scenario-3,20,9.282,4.976,13.522
2.92285852048567,1.54229886500084,4.32757035958621,2012,estimated,scenario-3,20,2.923,1.542,4.328
6.23525811546181,3.31711843616114,9.15501139918138,2013,estimated,scenario-3,20,6.235,3.317,9.155
4.62143221800274,2.44874838954632,6.8133329018268,2014,estimated,scenario-3,20,4.621,2.449,6.813
3.55019799920482,1.87619460995738,5.24815467051948,2015,estimated,scenario-3,20,3.55,1.876,5.248
23.1139884392202,12.8660317420999,32.4294437658979,2016,estimated,scenario-3,20,23.114,12.866,32.429
8.79789110663477,6.14436691124544,11.3763937990648,2017,predicted,scenario-3,20,8.798,6.144,11.376
10.2415216850955,7.16788849525979,13.2133881389114,2018,predicted,scenario-3,20,10.242,7.168,13.213
3.24431939369116,2.18445739955097,4.29269745167193,2019,predicted,scenario-3,20,3.244,2.184,4.293
15.3107751597733,10.8347119939916,19.562141676084,2020,predicted,scenario-3,20,15.311,10.835,19.562
6.51635601212303,4.50031026501224,8.48984203505332,2021,predicted,scenario-3,20,6.516,4.5,8.49
94.7598791335144,80.009081421526,98.5700284826747,2002,estimated,scenario-3,3,94.76,80.009,98.57
66.3590549920041,44.8307884608474,79.1792405325874,2003,estimated,scenario-3,3,66.359,44.831,79.179
13.4345972906511,7.57412746038079,18.7636824690218,2004,estimated,scenario-3,3,13.435,7.574,18.764
75.0570216456205,53.143713245078,86.4681001179796,2005,estimated,scenario-3,3,75.057,53.144,86.468
45.3682849772712,28.1114502736264,58.1386611306549,2006,estimated,scenario-3,3,45.368,28.111,58.139
13.6875812225043,7.7216907325333,19.1054296823863,2007,estimated,scenario-3,3,13.688,7.722,19.105
11.5330309817981,6.47116701620136,16.1808843912611,2008,estimated,scenario-3,3,11.533,6.471,16.181
8.54142877913733,4.75751432238702,12.0679322945879,2009,estimated,scenario-3,3,8.541,4.758,12.068
1.61259115193811,0.883632167548498,2.31451798886225,2010,estimated,scenario-3,3,1.613,0.884,2.315
10.005210742374,5.59276697955674,14.0879130893846,2011,estimated,scenario-3,3,10.005,5.593,14.088
3.15925789118415,1.73734019002607,4.51877742171052,2012,estimated,scenario-3,3,3.159,1.737,4.519
6.73011082668102,3.73231058991137,9.5485943063792,2013,estimated,scenario-3,3,6.73,3.732,9.549
4.99163744741868,2.75680531267379,7.11021896352082,2014,estimated,scenario-3,3,4.992,2.757,7.11
3.83632569556782,2.11300575470822,5.47885848411163,2015,estimated,scenario-3,3,3.836,2.113,5.479
24.7571930408063,14.3836187598835,33.6166708306962,2016,estimated,scenario-3,3,24.757,14.384,33.617
8.79789110663477,6.14436691124544,11.3763937990648,2017,predicted,scenario-3,3,8.798,6.144,11.376
10.2415216850955,7.16788849525979,13.2133881389114,2018,predicted,scenario-3,3,10.242,7.168,13.213
3.24431939369116,2.18445739955097,4.29269745167193,2019,predicted,scenario-3,3,3.244,2.184,4.293
15.3107751597733,10.8347119939916,19.562141676084,2020,predicted,scenario-3,3,15.311,10.835,19.562
6.51635601212303,4.50031026501224,8.48984203505332,2021,predicted,scenario-3,3,6.516,4.5,8.49
92.4366565727158,73.2193957259254,97.9151213211954,2002,estimated,scenario-4,20,92.437,73.219,97.915
69.7899614401876,45.7090938590909,83.3775436882877,2003,estimated,scenario-4,20,69.79,45.709,83.378
15.810711327501,8.40760554768331,22.7403762247518,2004,estimated,scenario-4,20,15.811,8.408,22.74
73.0207768623023,48.7539055875568,85.9700316940856,2005,estimated,scenario-4,20,73.021,48.754,85.97
46.0249152704471,26.9969015404213,60.3236931902488,2006,estimated,scenario-4,20,46.025,26.997,60.324
14.2701809868507,7.55616153640826,20.6114087927515,2007,estimated,scenario-4,20,14.27,7.556,20.611
12.5060468020642,6.59028409704237,18.1498790428173,2008,estimated,scenario-4,20,12.506,6.59,18.15
8.9114345117573,4.65127971758113,13.0574629726686,2009,estimated,scenario-4,20,8.911,4.651,13.057
4.21341856280119,2.17271809850866,6.24944410833908,2010,estimated,scenario-4,20,4.213,2.173,6.249
16.7335478108807,8.92131043091914,24.0064501928349,2011,estimated,scenario-4,20,16.734,8.921,24.006
9.52206203596631,4.97798635908556,13.9297255478203,2012,estimated,scenario-4,20,9.522,4.978,13.93
12.5362369254736,6.60673279475442,18.1922140020757,2013,estimated,scenario-4,20,12.536,6.607,18.192
8.44623026447914,4.40309871161592,12.390970619975,2014,estimated,scenario-4,20,8.446,4.403,12.391
7.77399907648903,4.04555964270588,11.4248847490083,2015,estimated,scenario-4,20,7.774,4.046,11.425
29.6314278418267,16.4167795633098,40.9519459470525,2016,estimated,scenario-4,20,29.631,16.417,40.952
23.427632635401,16.253264606892,29.9873909556405,2017,predicted,scenario-4,20,23.428,16.253,29.987
23.5662269711826,16.3423135644707,30.1663492221603,2018,predicted,scenario-4,20,23.566,16.342,30.166
10.0509753000374,6.73547669330845,13.2486098935115,2019,predicted,scenario-4,20,10.051,6.735,13.249
33.3293136473257,23.6187808501792,41.8053224573713,2020,predicted,scenario-4,20,33.329,23.619,41.805
15.5129070845128,10.558219978062,20.193125991462,2021,predicted,scenario-4,20,15.513,10.558,20.193
93.9185433418116,77.640543283347,98.2089491972952,2002,estimated,scenario-4,3,93.919,77.641,98.209
72.6949009694559,50.0657684365134,84.5079472031112,2003,estimated,scenario-4,3,72.695,50.066,84.508
17.0256470126291,9.50259676371317,23.5187563881619,2004,estimated,scenario-4,3,17.026,9.503,23.519
75.8468943036848,53.2373344103295,87.01086332358,2005,estimated,scenario-4,3,75.847,53.237,87.011
48.7641654453147,30.0760276725718,61.7374108618876,2006,estimated,scenario-4,3,48.764,30.076,61.737
15.3778439857513,8.54551464337825,21.3273478435602,2007,estimated,scenario-4,3,15.378,8.546,21.327
13.4877948965095,7.45833949940129,18.7907500349929,2008,estimated,scenario-4,3,13.488,7.458,18.791
9.62670963261687,5.27119222845313,13.5336169259604,2009,estimated,scenario-4,3,9.627,5.271,13.534
4.56105563930437,2.46657016566757,6.4865933347073,2010,estimated,scenario-4,3,4.561,2.467,6.487
18.0115278199424,10.0794483491717,24.8208441173298,2011,estimated,scenario-4,3,18.012,10.079,24.821
10.283525709118,5.64013919165848,14.4349715120613,2012,estimated,scenario-4,3,10.284,5.64,14.435
13.5201671018999,7.47686680653797,18.834401633281,2013,estimated,scenario-4,3,13.52,7.477,18.834
9.12606703145761,4.99080781669528,12.8446560475755,2014,estimated,scenario-4,3,9.126,4.991,12.845
8.40224719410739,4.5867000609447,11.8456370145975,2015,estimated,scenario-4,3,8.402,4.587,11.846
31.6894119404427,18.4444670228448,42.1603249657795,2016,estimated,scenario-4,3,31.689,18.444,42.16
23.427632635401,16.253264606892,29.9873909556405,2017,predicted,scenario-4,3,23.428,16.253,29.987
23.5662269711826,16.3423135644707,30.1663492221603,2018,predicted,scenario-4,3,23.566,16.342,30.166
10.0509753000374,6.73547669330845,13.2486098935115,2019,predicted,scenario-4,3,10.051,6.735,13.249
33.3293136473257,23.6187808501792,41.8053224573713,2020,predicted,scenario-4,3,33.329,23.619,41.805
15.5129070845128,10.558219978062,20.193125991462,2021,predicted,scenario-4,3,15.513,10.558,20.193
